episode,reward
1,0.24168641635555554
2,0.5541864163555555
3,0.5541864163555555
4,0.41529752746666665
5,0.5540462499555555
6,0.45001974968888886
7,0.5541864163555555
8,0.5190436949333334
9,0.5539060835555556
10,0.5539060835555556
11,0.5533763939555556
12,0.4844616391111111
13,0.5193240277333333
14,0.5539060835555556
15,0.5527375139555556
16,0.41487702826666667
17,0.4493498936888889
18,0.5302282458074074
19,0.5296985562074074
20,0.5531270371555556
21,0.4941663115851852
22,0.5357349500444444
23,0.5529558947555555
24,0.22385021084444445
25,0.37976528284444444
26,0.5513048739555555
27,0.5296985562074074
28,0.3794539740444444
29,0.4515030545777778
30,0.3845290168888889
31,0.5298387226074074
32,0.4482595384888889
33,0.43047792817777775
34,0.5299479130074074
35,0.4471691832888889
36,0.5175638165333333
37,0.5286082010074074
38,0.3451832270222222
39,0.4479009912888889
40,0.3812579512888889
41,0.4832930695111111
42,0.5273776794074074
43,0.5524571811555555
44,0.27096292456296295
45,0.4798508615111111
46,0.48444441493333334
47,0.5518965155555555
48,0.4130076266666667
49,0.37797409564444445
50,0.48097219271111114
51,0.4835424263111111
52,0.49788182862222224
53,0.4456893048888889
54,0.39445917297777777
55,0.2949891881481482
56,0.33036906334814814
57,0.3063068026074074
58,0.41180808106666666
59,0.4806608839111111
60,0.4881599319703704
61,0.21733872260740741
62,0.4098457514666667
63,0.41012608426666664
64,0.3587435829333333
65,0.4802094087111111
66,0.47504498927407407
67,0.5079501485037037
68,0.24919160545185184
69,0.4087914724740741
70,0.4179536653037037
71,0.31814339828148147
72,0.3779639742814815
73,0.43895207905185185
74,0.4042839711407407
75,0.3178799149037037
76,0.455625522962963
77,0.42187744177777775
78,0.36749956124444444
79,0.4443927719111111
80,0.31570622826666667
81,0.2230478512
82,0.3782423044740741
83,0.37386913445925923
84,0.45299333736296293
85,0.10075499330370372
86,0.44357564669629634
87,0.4416615172740741
88,0.4619661227851852
89,0.4013614792296296
90,0.4082379096888889
91,0.4667159571555556
92,0.5089323541333334
93,0.44687672651851856
94,0.43842748965925926
95,0.49766248604444446
96,0.38052814589629624
97,0.4162676091259259
98,0.4587072602074074
99,0.4395137854814815
100,0.44312320971851854
101,0.41609040474074077
102,0.41734479952592596
103,0.4085492184888889
104,0.38141136154074073
105,0.4513474167703704
106,0.4797838883555556
107,0.34816879081481483
108,0.4257752634074074
109,0.3166003792
110,0.5142770213925926
111,0.3682100608
112,0.22081406731851852
113,0.33666909866666667
114,0.41154003034074077
115,0.4656948836740741
116,0.4309447288888889
117,0.43323719442962966
118,0.32646571259259255
119,0.46541073303703706
120,0.3942540360296296
121,0.3175025156740741
122,0.2994705867851852
123,0.4820005959111111
124,0.3961219429925926
125,0.31394601706666664
126,0.2575606253037037
127,0.5204271729777779
128,0.3729737948444445
129,0.3804169528888889
130,0.37683650204444447
131,0.30361570844444447
132,0.44010342447407413
133,0.448255558162963
134,0.5397268195555556
135,0.1335417901037037
136,0.4115587242666667
137,0.2958179835259259
138,0.3025085828740741
139,0.2583543853037037
140,0.2642638565925926
141,0.43420815881481484
142,0.06506734826666667
143,0.5157253909333334
144,0.35502614234074076
145,0.5146040597333333
146,0.4542809230222223
147,0.5397268195555556
148,0.5118626837333333
149,0.16226369469629628
150,0.3372887518814815
151,0.15012895502222223
152,0.1589758587259259
153,0.39615801920000004
154,0.5435895267555555
155,0.5089974037333334
156,0.5015663696592593
157,0.39507276420740745
158,0.33602311585185185
159,0.3688428788148148
160,0.5002886096592593
161,0.40881734826666666
162,0.3337662478222222
163,0.2273131776
164,0.33600891022222223
165,0.4777976855703704
166,0.1162167552
167,0.13244951134814814
168,0.3724517409185185
169,0.41739604314074075
170,0.3770529592888889
171,0.28728957048888887
172,0.42748017161481483
173,0.5014099408592593
174,0.3430397127111111
175,0.40503147599012346
176,0.4216133172148148
177,0.5419694819555556
178,0.24286985765925928
179,0.46220239383703704
180,0.0682282616888889
181,0.3973154266074074
182,0.4950505680592593
183,0.48655823122962966
184,0.47722681955555557
185,0.3325148174222222
186,0.052408019199999996
187,0.24819025208888892
188,0.3129329144888889
189,0.34377758269629627
190,0.5239354714074074
191,0.47028237511111115
192,0.46115321505185186
193,0.5165644657777778
194,0.36182628195555555
195,0.5108419162074074
196,0.3706731856592593
197,0.4343666692740741
198,0.24862081848888892
199,0.41471261392592595
200,0.2531884961185185
201,0.4020893610666667
202,0.3985952682666667
203,0.4507004721777778
204,0.4934305232592593
205,0.45014173013333336
206,0.1983998629925926
207,0.05977434232098765
208,0.36168833042962967
209,0.48809191798518514
210,0.44713422696296296
211,0.4876937680592593
212,0.3130050669037037
213,0.4182493236148148
214,0.40433202346666663
215,0.2052721550222222
216,0.40789714441481484
217,0.4296506816
218,0.3095109741037037
219,0.39508696983703706
220,0.47970014482962964
221,0.41022728912592593
222,0.43340384853333336
223,0.36620206648888887
224,0.4216854696296296
225,0.37276304971851854
226,0.42454674441481477
227,0.5074779226074074
228,0.5420995811555556
229,0.4368979413333334
230,0.4113912372148148
231,0.3847205850074074
232,0.5339900643555555
233,0.4843297744592593
234,0.4807351179851852
235,0.4600460894814815
236,0.42988134447407406
237,0.4102557003851852
238,0.4808356816592593
239,0.4159924555851852
240,0.40213197795555555
