run,sent,received,collisions,energy_J,throughput_bps,avg_delay_s,energy_class_A_J,sf7,sf8,sf9,sf10,sf11,sf12,collisions_sf7,collisions_sf8,collisions_sf9,collisions_sf10,collisions_sf11,collisions_sf12
1,2,0,2,0.0224,0.0,0.0,0.0224,2,0,0,0,0,0,2,0,0,0,0,0
